date,y
2020-04-02,198
2020-04-03,174
2020-04-04,127
2020-04-05,147
2020-04-06,234
2020-04-07,268
2020-04-08,271
2020-04-09,274
2020-04-10,174
2020-04-11,227
2020-04-12,165
2020-04-13,116
2020-04-14,218
2020-04-15,221
2020-04-16,252
2020-04-17,242
2020-04-18,182
2020-04-19,133
2020-04-20,279
2020-04-21,269
2020-04-22,282
2020-04-23,270
2020-04-24,318
2020-04-25,195
2020-04-26,184
2020-04-27,313
2020-04-28,305
2020-04-29,259
2020-04-30,280
2020-05-01,189
2020-05-02,187
2020-05-03,171
2020-05-04,285
2020-05-05,271
2020-05-06,299
2020-05-07,347
2020-05-08,197
2020-05-09,219
2020-05-10,217
2020-05-11,304
2020-05-12,244
2020-05-13,254
2020-05-14,280
2020-05-15,281
2020-05-16,208
2020-05-17,205
2020-05-18,309
2020-05-19,307
2020-05-20,290
2020-05-21,303
2020-05-22,327
2020-05-23,214
2020-05-24,185
2020-05-25,305
2020-05-26,291
2020-05-27,310
2020-05-28,262
2020-05-29,357
2020-05-30,212
2020-05-31,191
2020-06-01,356
2020-06-02,287
2020-06-03,293
2020-06-04,311
2020-06-05,332
2020-06-06,230
2020-06-07,205
2020-06-08,269
2020-06-09,267
2020-06-10,309
2020-06-11,319
2020-06-12,334
2020-06-13,264
2020-06-14,235
2020-06-15,283
2020-06-16,285
2020-06-17,327
2020-06-18,338
2020-06-19,359
2020-06-20,266
2020-06-21,212
2020-06-22,306
2020-06-23,334
2020-06-24,315
2020-06-25,316
2020-06-26,330
2020-06-27,251
2020-06-28,233
2020-06-29,363
2020-06-30,300
2020-07-01,332
2020-07-02,298
2020-07-03,302
2020-07-04,251
2020-07-05,232
2020-07-06,207
2020-07-07,281
2020-07-08,330
2020-07-09,277
2020-07-10,319
2020-07-11,244
2020-07-12,197
2020-07-13,328
2020-07-14,290
2020-07-15,276
2020-07-16,297
2020-07-17,340
2020-07-18,229
2020-07-19,224
2020-07-20,291
2020-07-21,280
2020-07-22,317
2020-07-23,303
2020-07-24,323
2020-07-25,256
2020-07-26,224
2020-07-27,289
2020-07-28,286
2020-07-29,360
2020-07-30,336
2020-07-31,338
2020-08-01,266
2020-08-02,263
2020-08-03,411
2020-08-04,317
2020-08-05,323
2020-08-06,331
2020-08-07,345
2020-08-08,246
2020-08-09,226
2020-08-10,349
2020-08-11,283
2020-08-12,313
2020-08-13,326
2020-08-14,356
2020-08-15,241
2020-08-16,244
2020-08-17,306
2020-08-18,299
2020-08-19,275
2020-08-20,310
2020-08-21,337
2020-08-22,238
2020-08-23,236
2020-08-24,292
2020-08-25,296
2020-08-26,310
2020-08-27,280
2020-08-28,338
2020-08-29,235
2020-08-30,234
2020-08-31,313
2020-09-01,305
2020-09-02,335
2020-09-03,306
2020-09-04,319
2020-09-05,248
2020-09-06,186
2020-09-07,308
2020-09-08,346
2020-09-09,332
2020-09-10,318
2020-09-11,322
2020-09-12,234
2020-09-13,226
2020-09-14,347
2020-09-15,328
2020-09-16,309
2020-09-17,304
2020-09-18,370
2020-09-19,257
2020-09-20,195
2020-09-21,326
2020-09-22,328
2020-09-23,288
2020-09-24,283
2020-09-25,463
2020-09-26,305
2020-09-27,196
2020-09-28,260
2020-09-29,349
2020-09-30,298
2020-10-01,316
2020-10-02,353
2020-10-03,239
2020-10-04,218
2020-10-05,331
2020-10-06,314
2020-10-07,313
2020-10-08,288
2020-10-09,310
2020-10-10,246
2020-10-11,170
2020-10-12,321
2020-10-13,257
2020-10-14,333
2020-10-15,279
2020-10-16,305
2020-10-17,196
2020-10-18,154
2020-10-19,270
2020-10-20,234
2020-10-21,273
2020-10-22,251
2020-10-23,267
2020-10-24,191
2020-10-25,175
2020-10-26,261
2020-10-27,221
2020-10-28,142
2020-10-29,264
2020-10-30,269
2020-10-31,189
2020-11-01,160
2020-11-02,278
2020-11-03,250
2020-11-04,228
2020-11-05,263
2020-11-06,294
2020-11-07,203
2020-11-08,151
2020-11-09,260
2020-11-10,248
2020-11-11,215
2020-11-12,235
2020-11-13,281
2020-11-14,213
2020-11-15,136
2020-11-16,268
2020-11-17,155
2020-11-18,295
2020-11-19,281
2020-11-20,312
2020-11-21,232
2020-11-22,159
2020-11-23,272
2020-11-24,324
2020-11-25,277
2020-11-26,271
2020-11-27,286
2020-11-28,200
2020-11-29,147
2020-11-30,273
2020-12-01,278
2020-12-02,233
2020-12-03,437
2020-12-04,327
2020-12-05,227
2020-12-06,193
2020-12-07,293
2020-12-08,302
2020-12-09,278
2020-12-10,316
2020-12-11,300
2020-12-12,196
2020-12-13,167
2020-12-14,319
2020-12-15,281
2020-12-16,280
2020-12-17,300
2020-12-18,285
2020-12-19,161
2020-12-20,141
2020-12-21,291
2020-12-22,244
2020-12-23,263
2020-12-24,113
2020-12-25,118
2020-12-26,121
2020-12-27,142
2020-12-28,167
2020-12-29,182
2020-12-30,186
2020-12-31,146
2021-01-01,390
2021-01-02,125
2021-01-03,118
2021-01-04,183
2021-01-05,159
2021-01-06,263
2021-01-07,232
2021-01-08,249
2021-01-09,162
2021-01-10,124
2021-01-11,235
2021-01-12,399
2021-01-13,284
2021-01-14,377
2021-01-15,295
2021-01-16,185
2021-01-17,156
2021-01-18,235
2021-01-19,254
2021-01-20,274
2021-01-21,270
2021-01-22,258
2021-01-23,142
2021-01-24,175
2021-01-25,237
2021-01-26,317
2021-01-27,276
2021-01-28,262
2021-01-29,383
2021-01-30,157
2021-01-31,159
2021-02-01,289
2021-02-02,270
2021-02-03,238
2021-02-04,206
2021-02-05,265
2021-02-06,196
2021-02-07,240
2021-02-08,332
2021-02-09,261
2021-02-10,261
2021-02-11,241
2021-02-12,266
2021-02-13,191
2021-02-14,185
2021-02-15,307
2021-02-16,266
2021-02-17,318
2021-02-18,255
2021-02-19,243
2021-02-20,202
2021-02-21,126
2021-02-22,253
2021-02-23,235
2021-02-24,246
2021-02-25,259
2021-02-26,272
2021-02-27,137
2021-02-28,188
2021-03-01,201
2021-03-02,207
2021-03-03,193
2021-03-04,178
2021-03-05,218
2021-03-06,123
2021-03-07,107
2021-03-08,230
2021-03-09,166
2021-03-10,207
2021-03-11,203
2021-03-12,233
2021-03-13,123
2021-03-14,128
2021-03-15,195
2021-03-16,194
2021-03-17,216
2021-03-18,238
2021-03-19,245
2021-03-20,164
2021-03-21,126
2021-03-22,279
2021-03-23,178
2021-03-24,191
2021-03-25,248
2021-03-26,252
2021-03-27,146
2021-03-28,125
2021-03-29,227
2021-03-30,278
2021-03-31,284
2021-04-01,288
2021-04-02,124
2021-04-03,112
2021-04-04,142
2021-04-05,121
2021-04-06,226
2021-04-07,224
2021-04-08,236
2021-04-09,240
2021-04-10,162
2021-04-11,153
2021-04-12,316
2021-04-13,248
2021-04-14,289
2021-04-15,260
2021-04-16,226
2021-04-17,149
2021-04-18,140
2021-04-19,304
2021-04-20,286
2021-04-21,292
2021-04-22,274
2021-04-23,302
2021-04-24,209
2021-04-25,183
2021-04-26,286
2021-04-27,305
2021-04-28,331
2021-04-29,309
2021-04-30,312
2021-05-01,193
2021-05-02,172
2021-05-03,251
2021-05-04,299
2021-05-05,278
2021-05-06,271
2021-05-07,312
2021-05-08,175
2021-05-09,263
2021-05-10,378
2021-05-11,343
2021-05-12,311
2021-05-13,353
2021-05-14,378
2021-05-15,241
2021-05-16,201
2021-05-17,322
2021-05-18,305
2021-05-19,324
2021-05-20,345
2021-05-21,338
2021-05-22,253
2021-05-23,197
2021-05-24,301
2021-05-25,323
2021-05-26,313
2021-05-27,298
2021-05-28,334
2021-05-29,223
2021-05-30,204
2021-05-31,312
2021-06-01,333
2021-06-02,325
2021-06-03,341
2021-06-04,373
2021-06-05,240
2021-06-06,235
2021-06-07,357
2021-06-08,329
2021-06-09,348
2021-06-10,369
2021-06-11,354
2021-06-12,219
2021-06-13,220
2021-06-14,351
2021-06-15,329
2021-06-16,324
2021-06-17,368
2021-06-18,393
2021-06-19,275
2021-06-20,244
2021-06-21,346
2021-06-22,347
2021-06-23,321
2021-06-24,366
2021-06-25,362
2021-06-26,268
2021-06-27,219
2021-06-28,347
2021-06-29,354
2021-06-30,341
2021-07-01,300
2021-07-02,325
2021-07-03,264
2021-07-04,211
2021-07-05,207
2021-07-06,214
2021-07-07,308
2021-07-08,321
2021-07-09,276
2021-07-10,261
2021-07-11,233
2021-07-12,308
2021-07-13,319
2021-07-14,322
2021-07-15,309
2021-07-16,319
2021-07-17,222
2021-07-18,241
2021-07-19,310
2021-07-20,279
2021-07-21,274
2021-07-22,260
2021-07-23,337
2021-07-24,300
2021-07-25,227
2021-07-26,321
2021-07-27,277
2021-07-28,317
2021-07-29,298
2021-07-30,335
2021-07-31,258
2021-08-01,244
2021-08-02,308
2021-08-03,311
2021-08-04,298
2021-08-05,337
2021-08-06,298
2021-08-07,280
2021-08-08,254
2021-08-09,301
2021-08-10,305
2021-08-11,319
2021-08-12,331
2021-08-13,361
2021-08-14,281
2021-08-15,226
2021-08-16,288
2021-08-17,286
2021-08-18,284
2021-08-19,254
2021-08-20,293
2021-08-21,263
2021-08-22,215
2021-08-23,302
2021-08-24,283
2021-08-25,338
2021-08-26,327
2021-08-27,344
2021-08-28,251
2021-08-29,167
2021-08-30,314
2021-08-31,286
2021-09-01,373
2021-09-02,345
2021-09-03,349
2021-09-04,265
2021-09-05,245
2021-09-06,372
2021-09-07,283
2021-09-08,357
2021-09-09,347
2021-09-10,346
2021-09-11,283
2021-09-12,221
2021-09-13,359
2021-09-14,314
2021-09-15,339
2021-09-16,348
2021-09-17,329
2021-09-18,250
2021-09-19,195
2021-09-20,264
2021-09-21,303
2021-09-22,317
2021-09-23,319
2021-09-24,316
2021-09-25,271
2021-09-26,261
2021-09-27,331
2021-09-28,190
2021-09-29,328
2021-09-30,294
2021-10-01,371
2021-10-02,275
2021-10-03,242
2021-10-04,305
2021-10-05,338
2021-10-06,344
2021-10-07,326
2021-10-08,376
2021-10-09,277
2021-10-10,200
2021-10-11,332
2021-10-12,305
2021-10-13,323
2021-10-14,329
2021-10-15,376
2021-10-16,253
2021-10-17,236
2021-10-18,361
2021-10-19,325
2021-10-20,365
2021-10-21,416
2021-10-22,377
2021-10-23,238
2021-10-24,199
2021-10-25,397
2021-10-26,352
2021-10-27,360
2021-10-28,227
2021-10-29,365
2021-10-30,259
2021-10-31,244
2021-11-01,350
2021-11-02,307
2021-11-03,339
2021-11-04,359
2021-11-05,349
2021-11-06,241
2021-11-07,191
2021-11-08,307
2021-11-09,279
2021-11-10,326
2021-11-11,305
2021-11-12,323
2021-11-13,224
2021-11-14,205
2021-11-15,307
2021-11-16,295
2021-11-17,199
2021-11-18,289
2021-11-19,328
2021-11-20,227
2021-11-21,181
2021-11-22,339
2021-11-23,293
2021-11-24,287
2021-11-25,294
2021-11-26,407
2021-11-27,215
2021-11-28,251
2021-11-29,342
2021-11-30,356
2021-12-01,318
2021-12-02,303
2021-12-03,342
2021-12-04,330
2021-12-05,212
2021-12-06,298
2021-12-07,277
2021-12-08,314
2021-12-09,466
2021-12-10,379
2021-12-11,215
2021-12-12,214
2021-12-13,310
2021-12-14,292
2021-12-15,331
2021-12-16,299
2021-12-17,365
2021-12-18,261
2021-12-19,162
2021-12-20,329
2021-12-21,299
2021-12-22,347
2021-12-23,302
2021-12-24,188
2021-12-25,191
2021-12-26,187
2021-12-27,214
2021-12-28,199
2021-12-29,181
2021-12-30,198
2021-12-31,141
2022-01-01,543
2022-01-02,123
2022-01-03,234
2022-01-04,246
2022-01-05,219
2022-01-06,267
2022-01-07,237
2022-01-08,187
2022-01-09,208
2022-01-10,274
2022-01-11,261
2022-01-12,247
2022-01-13,296
2022-01-14,362
2022-01-15,226
2022-01-16,198
2022-01-17,296
2022-01-18,275
2022-01-19,260
2022-01-20,336
2022-01-21,323
2022-01-22,207
2022-01-23,179
2022-01-24,232
2022-01-25,222
2022-01-26,218
2022-01-27,242
2022-01-28,261
2022-01-29,213
2022-01-30,156
2022-01-31,238
2022-02-01,286
2022-02-02,247
2022-02-03,251
2022-02-04,255
2022-02-05,166
2022-02-06,113
2022-02-07,284
2022-02-08,209
2022-02-09,233
2022-02-10,257
2022-02-11,285
2022-02-12,207
2022-02-13,171
2022-02-14,274
2022-02-15,277
2022-02-16,262
2022-02-17,344
2022-02-18,310
2022-02-19,194
2022-02-20,154
2022-02-21,253
2022-02-22,220
2022-02-23,274
2022-02-24,263
2022-02-25,261
2022-02-26,167
2022-02-27,143
2022-02-28,247
2022-03-01,290
2022-03-02,260
2022-03-03,247
2022-03-04,384
2022-03-05,183
2022-03-06,121
2022-03-07,214
2022-03-08,226
2022-03-09,253
2022-03-10,294
2022-03-11,243
2022-03-12,191
2022-03-13,176
2022-03-14,245
2022-03-15,215
2022-03-16,253
2022-03-17,214
2022-03-18,273
2022-03-19,203
2022-03-20,184
2022-03-21,294
2022-03-22,317
2022-03-23,307
2022-03-24,300
2022-03-25,305
2022-03-26,236
2022-03-27,192
2022-03-28,322
2022-03-29,269
2022-03-30,290
2022-03-31,249
2022-04-01,278
2022-04-02,189
2022-04-03,143
2022-04-04,273
2022-04-05,270
2022-04-06,278
2022-04-07,272
2022-04-08,329
2022-04-09,230
2022-04-10,209
2022-04-11,329
2022-04-12,332
2022-04-13,331
2022-04-14,362
2022-04-15,204
2022-04-16,199
2022-04-17,194
2022-04-18,183
2022-04-19,289
2022-04-20,287
2022-04-21,262
2022-04-22,299
2022-04-23,248
2022-04-24,216
2022-04-25,315
2022-04-26,280
2022-04-27,296
2022-04-28,303
2022-04-29,332
2022-04-30,255
2022-05-01,232
2022-05-02,308
2022-05-03,302
2022-05-04,318
2022-05-05,308
2022-05-06,330
2022-05-07,276
2022-05-08,238
2022-05-09,348
2022-05-10,353
2022-05-11,345
2022-05-12,337
2022-05-13,351
2022-05-14,278
2022-05-15,260
2022-05-16,371
2022-05-17,304
2022-05-18,350
2022-05-19,315
2022-05-20,349
2022-05-21,263
2022-05-22,247
2022-05-23,303
2022-05-24,294
2022-05-25,340
2022-05-26,307
2022-05-27,297
2022-05-28,219
2022-05-29,213
2022-05-30,306
2022-05-31,297
2022-06-01,312
2022-06-02,322
2022-06-03,334
2022-06-04,275
2022-06-05,233
2022-06-06,333
2022-06-07,312
2022-06-08,299
2022-06-09,311
2022-06-10,324
2022-06-11,233
2022-06-12,225
2022-06-13,341
2022-06-14,303
2022-06-15,338
2022-06-16,305
2022-06-17,344
2022-06-18,237
2022-06-19,252
2022-06-20,305
2022-06-21,314
2022-06-22,314
2022-06-23,332
2022-06-24,348
2022-06-25,234
2022-06-26,228
2022-06-27,329
2022-06-28,284
2022-06-29,324
2022-06-30,317
2022-07-01,329
2022-07-02,215
2022-07-03,186
2022-07-04,288
2022-07-05,164
2022-07-06,177
2022-07-07,252
2022-07-08,242
2022-07-09,212
2022-07-10,183
2022-07-11,260
2022-07-12,285
2022-07-13,267
2022-07-14,302
2022-07-15,332
2022-07-16,238
2022-07-17,214
2022-07-18,322
2022-07-19,282
2022-07-20,286
2022-07-21,298
2022-07-22,313
2022-07-23,257
2022-07-24,233
2022-07-25,307
2022-07-26,259
2022-07-27,297
2022-07-28,303
2022-07-29,318
2022-07-30,281
2022-07-31,199
2022-08-01,307
2022-08-02,274
2022-08-03,289
2022-08-04,316
2022-08-05,357
2022-08-06,255
2022-08-07,227
2022-08-08,325
2022-08-09,290
2022-08-10,305
2022-08-11,311
2022-08-12,316
2022-08-13,220
2022-08-14,224
2022-08-15,319
2022-08-16,292
2022-08-17,275
2022-08-18,261
2022-08-19,277
2022-08-20,326
2022-08-21,209
2022-08-22,319
2022-08-23,285
2022-08-24,254
2022-08-25,294
2022-08-26,333
2022-08-27,233
2022-08-28,199
2022-08-29,255
2022-08-30,247
2022-08-31,242
2022-09-01,275
2022-09-02,297
2022-09-03,228
2022-09-04,241
2022-09-05,313
2022-09-06,304
2022-09-07,305
2022-09-08,302
2022-09-09,327
2022-09-10,236
2022-09-11,200
2022-09-12,302
2022-09-13,275
2022-09-14,339
2022-09-15,320
2022-09-16,323
2022-09-17,259
2022-09-18,231
2022-09-19,288
2022-09-20,316
2022-09-21,291
2022-09-22,315
2022-09-23,313
2022-09-24,233
2022-09-25,205
2022-09-26,307
2022-09-27,327
2022-09-28,195
2022-09-29,293
2022-09-30,316
2022-10-01,226
2022-10-02,191
2022-10-03,323
2022-10-04,283
2022-10-05,319
2022-10-06,302
2022-10-07,365
2022-10-08,231
2022-10-09,269
2022-10-10,306
2022-10-11,316
2022-10-12,300
2022-10-13,278
2022-10-14,317
2022-10-15,264
2022-10-16,240
2022-10-17,356
2022-10-18,327
2022-10-19,275
2022-10-20,295
2022-10-21,305
2022-10-22,248
2022-10-23,179
2022-10-24,299
2022-10-25,316
2022-10-26,296
2022-10-27,387
2022-10-28,197
2022-10-29,224
2022-10-30,212
2022-10-31,352
2022-11-01,267
2022-11-02,283
2022-11-03,260
2022-11-04,364
2022-11-05,203
2022-11-06,179
2022-11-07,270
2022-11-08,292
2022-11-09,260
2022-11-10,284
2022-11-11,334
2022-11-12,227
2022-11-13,191
2022-11-14,329
2022-11-15,292
2022-11-16,330
2022-11-17,191
2022-11-18,276
2022-11-19,212
2022-11-20,161
2022-11-21,321
2022-11-22,287
2022-11-23,282
2022-11-24,294
2022-11-25,334
2022-11-26,217
2022-11-27,215
2022-11-28,257
2022-11-29,270
2022-11-30,254
2022-12-01,254
2022-12-02,272
2022-12-03,188
2022-12-04,154
2022-12-05,255
2022-12-06,272
2022-12-07,248
2022-12-08,299
2022-12-09,305
2022-12-10,214
2022-12-11,246
2022-12-12,468
2022-12-13,263
2022-12-14,338
2022-12-15,339
2022-12-16,374
2022-12-17,202
2022-12-18,160
2022-12-19,405
2022-12-20,326
2022-12-21,314
2022-12-22,243
2022-12-23,230
2022-12-24,119
2022-12-25,125
2022-12-26,121
2022-12-27,169
2022-12-28,157
2022-12-29,151
2022-12-30,157
2022-12-31,111
